,id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,exp_length,quantile
5771,b4e63d72-a679-4551-82c0-81f93c0bfbc4,Amyloid is stained by?,PAS,Congo red,H & E,Methenemine silver,1,single,"ANSWER: (B) Congo redREF: Robbins 7th edition page 263Repeat from Primary DNB CET June 2009, December 2008See APPENDIX-24 below for ""HIS TO LOGY/PATHOLOGY/ MICROBIOLOGY STAINS""The histological diagnosis of amyloid is based almost entirely on its staining characteristics.* The most commonly used staining technique employs the dye Congo red, which under ordinary light imparts pink or red colour to amyloid deposits.* Under polaried light, the Congo red stained amyloid shows a green birefringence.* Confirmation is done by electron microscopy (beta pleated on electron microscope) APPENDIX - 24Histology/Pathology/Microbiology StainsT issue/substanoeStainCommentAmyloidGross stainingLugol's iodine Light microscopyH & E, Congo redPolarised lightCongo redMetachromatic stainMethyl violet, crystal violetFluorescent stainThioflavin TNon specific stainPAS, Toludine blue. Aldan blueCaldum/calcificationVon kossa Alizarin Red SFor small quantitiesCalcein Tetracycline labellingBest for bone mineralizationConnective tissueVan Gieson stain (Picric Add + Acid Fuchsin)Simplest method of differential staining of Collagen and other Connective TissueTrichome stain (Gomori trichrome stain, Lillie's trichome & Masson trichome)Red = keratin/muscleBlue/green = bone /'collagenPink = cytoplasmCarcohydrate (Glycogen, cellulose etc)Periodic acid-Schiff stainNon specific for glycogenDiastaseSpecific for glycogenBest's carmine LipidSudan stains{Sudan III, IV, Sudan Back-B, Oil Red 0)Oil Red O largely replaced Sudan III and Sudan IVOil Red O is also used in a technique for staining latent fingerprintsOsmium tetra oxideAs a lipid stain, it is useful in scanning electron microscopy (SEM)LipofuscinSudan Black B MucinMuscarmineMost specific but less usefulPASMost sensitive, For neutral mucopolysaccharidesAlcian blue Bismark brownCan be used with live cellsColloidal iron Micro organismsFungiH & EBluePASRedGomori methamine silverMost sensitiveMycobacteriumZ N stain/methodCarbol fuchsinAuramine Rhodamine stainMost sensitive, mixture of Auramine O and Rhodamine B, used in fluorescence microscopySpirochetesWarthin starry silver stain H PyloriWarthin starry silver stainGiemsa stainH&E Pneumocystis/ Cryptococcus/ cocci diomycetesGomori methamine silver",Pathology,Amyloidosis,2245,3
5020,8d28d8d3-dc4d-42c6-8684-e4d2f07e0df4,During angiogenesis recruitment of pericytes and periendothelial cells is due to,VEGF & PDGF,"Angiopoietins, TGF & PDGF","TGF, VEFG & PDGF","VEGF, IL-6",1,single,"Ans. is 'b' i.e., Angiopoietins, TGF & PDGF Angiogenesis Blood vessels formation in adults is known as angiogenesis or neovascularization. It can occur by two ways:? 1. Angiogenesis from pre-existing blood vessels The major steps in this process are :? Vasodilatation by NO, and VEGF-induced increased permeability of the pre-existing vessel. Preoteolytic degradation of basement membrane by metalloproteinases (MMPs) and disruption of cellto-cell contact between endothelial cells by plasminogen activator. Migration of endothelial cells towards angiogenic stimulus. Proliferation of endothelial cells, just behind the leading front of migrating cells. Maturation of endothelial cells. Recruitment of periendothelial cells (pericytes and vascular smooth muscle cells) to form the mature cells. 2. Angiogenesis from endothelial precursor cells (EPCs) EPCs can be recruited from the bone marrow into tissues to initiate angiogenesis. Growth factors involved in the process of angiogenesis VEGF is the most impoant growth factor in adult tissues undergoing angiogenesis. The most impoant receptor for VEGF is VEGFR-2, a tyrosine kinase receptor. VEGF induces the migration of EPCs in the bone marrow, and enhances the proliferation and differentiation of these cells at sites of angiogenesis. FGF 2 can also stimulate endothelial cell proliferation, differentiation and migration. Newly formed vessels are fragile and need to become stabilized, which requires the recruitment of pericytes and smooth muscle cells (periendothelial cells). Angiopoietin 1 and 2 (Ang 1 & 2), PDGF and TGF-/3 paicipate in stabilization process. Remember VEGF transcription is regulated by the transcription factor HIF, which is induced by hypoxia.",Pathology,,1724,3
3111,312b3520-806c-4933-81ce-61ede03e73d1,A patient presents with a severe form of atopic asthma. Which of the following changes would most likely be found in this patient's blood?,Basophilic leukocytosis,Eosinophilic leukocytosis,Lymphocytosis,Monocytosis,1,single,"An increased number of eosinophils (AKA eosinophilia) occurs in association with several conditions, the most frequent of which are immune-mediated diseases (e.g., asthma, hay fever, and pemphigus vulgaris) and parasitic infestations. This is due to an absolute increase in the number of circulating eosinophils, brought about by IL-5, which stimulates differentiation of eosinophilic precursor cells in the bone marrow.Basophilic leukocytosis is a rare event that is sometimes observed in association with chronic myelogenous leukemia. It is not seen in patients with asthma. Lymphocytosis may result from a vast array of conditions, but it is not typical of asthma or other allergic diseases. Lymphocytosis may develop in response to a number of infections (e.g., brucellosis, whooping cough, hepatitis, infectious mononucleosis, and tuberculosis) or manifest as pa of chronic lymphocytic leukemia. Monocytosis refers to an increase in number of monocytes, which are circulating macrophages. Chronic infections (e.g., tuberculosis, rickettsiosis, and malaria) and chronic inflammatory conditions (e.g., collagen vascular diseases and inflammatory bowel disease) are the most common underlying causes.",Pathology,,1202,3
5259,3e08c8b9-6eee-4e67-8736-920d3561ad2c,"A patient with long-standing, moderately severe anemia dies in an automobile accident. He was driving, and an autopsy is performed to determine the cause of death. Which of the following cardiac changes will MOST likely be seen when the hea is examined?",Endocarditis,Fatty change of myocytes,Fibrinous pericarditis,Fibrosis of valve leaflets,1,single,"Chronic anemia is not simply a disease of the blood. Other changes that can occur with long-standing, moderately severe anemia include skin atrophy and koilonychia (spoon-shaped nails, paicularly in iron-deficiency anemia). Fatty change of cardiac myocytes, renal proximal convoluted tubule cells, and centrilobular hepatic cells, and degeneration of neurons of the cerebral coex and basal ganglia are also seen. With time, some of these cells may die, producing a patchy cell loss.Endocarditis usually has an infectious etiology.Fibrinous pericarditis typically is seen following myocardial infarction.Fibrosis of valve leaflets can be seen with aging or as a complication of infective endocarditis. Ref: Linker C.A., Damon L.E., Damon L.E., Andreadis C., Linker C.A. (2013). Chapter 13. Blood Disorders. In M.A. Papadakis, S.J. McPhee, M.W. Rabow (Eds), CURRENT Medical Diagnosis & Treatment 2013.",Pathology,,899,3
4080,b1f42ea0-d310-4fe0-81c6-4821e2ae2d04,Most common site of Atherosclerotic aneurysm is,Aorta,Abdominal aorta,Thoracic aorta,Arch of aorta,1,single,i.e. (Abdominal aorta): (406-Harsh Mohan 6th) (507-509-Robbins & Cotran 8th)* Most common site of Atherosclerotic aneurysm is-Abdominal aorta*** Most common site of Syphilic (Luetic) aneurysm is - Thorasic aorta (especially ascending part)**Thoracic aortic aneurysms are most commonly associated with Hypertension other causes Marfan and Leoys Dietz syndromes* Most common site of Dissecting aneurysm and Cystic Medial Necrosis is - AortaMost common cause of aneurysm of aortic arch = Atherosclerosis* Aneurysm of Takayasu arteritis affect == Aortic arch* MYCOTIC ANEURYSM - resulting from direct trauma to a vessel with secondary infections Most commonly occur in femoral arteries and less commonly in arteries of of the neck (1237-CMDT-2011)* Saccular (Berry) aneurysm - is the most common type of intracranial aneurysm. About 90% of saccular aneurysm are found near major arterial branch points in the anterior circulation*** Most common site of rupture of Abdominal aortic aneurysm is - Laterally in the left retroperitoneum (Postero-lateral wall Cleft)**,Pathology,Blood Vessels,1059,3
4310,6c665964-ece9-43e4-ad27-336e83f2c575,Physical examination that finds multiple palpable purpuric lesions on the legs of a 7-year-old boy is most suggestive of,Bleeding secondary to excess coicosteroids,Hemorrhage secondary to hypersensitivity vasculitis,Erythema secondary to active hyperemia,Telangiectasis secondary to a congenital malformation,1,single,"Hemorrhages into the skin may produce lesions of varying sizes. Petechiae measure less than 2 mm in size, purpuric lesions measure 2 mm to 1 cm, and ecchymoses are larger than 1 cm. Erythema and telangiectasis do not involve hemorrhage outside of blood vessels. They can be differentiated from true hemorrhages into the skin by the fact that they blanch if direct pressure is applied to them. True purpura may be caused by hemostatic or nonhemostatic defects. Hemostatic defects are caused by platelet or coagulation abnormalities, while nonhemostatic defects generally involve the blood vessels. These vascular abnormalities can be separated into palpable and nonpalpable purpura. The latter may be caused by excess coicosteroids (Cushing's syndrome), vitamin C deficiency (scurvy), infectious agents, or abnormal connective tissue diseases (Ehlers-Danlos syndrome). Causes of palpable purpura include diseases that cause cutaneous vasculitis, such as collagen vascular diseases and Henoch-Schonlein purpura. The latter, also known as anaphylactoid purpura, is a type of hypersensitivity vasculitis found in children. It usually develops 1 to 3 weeks following a streptococcal infection, but it may also occur in relation to allergic food reactions. Cross-reacting IgA or immune complexes are deposited on the endothelium of blood vessels. Patients may develop fever, purpura, abdominal pain, ahralgia, ahritis, and glomerulonephritis. Reference: Robbins & Cotran Pathologic Basis of Disease, 9edition.",Pathology,miscellaneous,1503,3
5383,5b899df4-5664-45e4-8375-95f218a5d942,Pleural fibroma is differentiated from mesothelioma by the presence which of the following in the former-,CD14,CD24,Cytokreatin,Erb positive,2,single,"Ref:Textbook of pathology (Harsh mohan) 6th edition,page no.505 Mesothelioma is an uncommon tumour arising from mesothelial lining of serous cavities, most often in pleural cavity, and rarely in peritoneal cavity and pericardial sac. Mesotheliomas are of 2 types--benign (solitary) and malignant (diffuse). The biologic behaviour of pleural mesotheliomas is usually predicted by their gross appearance--those forming solitary, discrete masses are generally benign, whereas those which grow diffusely are usually malignant. Benign (Solitary) Mesothelioma Benign or solitary mesothelioma is also called as pleural fibroma. Asbestos exposure plays no role in etiology of benign mesothelioma. Malignant (Diffuse) Mesothelioma Malignant or diffuse mesothelioma is rare. It is a highly malignant tumour associated with high moality. The tumour is significant in view of its recognised association with occupational exposure to asbestos Pleural fibroma is differentiated from mesothelioma by the presence Cytokreatin",Pathology,Respiratory system,1009,3
1187,2ca54941-bd23-448a-9600-4785830e5f65,Which one of the following is the most significant risk factor for development of gastric carcinoma ?,Paneth cell metaplasia,Pyloric metaplasia,Intestinal metaplasia,Ciliated metaplasia,2,single,"Ans. is 'c' i.e., Intestinal metaplasia""The risk of tumor development is greatly increased in patients in whom mucosal inflammation progresses to multifocal mucosal atrophy and intestinal metaplasia""- Robbins`Serial endoscopic examinations of the stomach in patients with atrophic gastritis have documented replacement of the usual gastric mucosa by intestinal type cells. This process of intestinal metaplasia may lead to cellular atypia and eventual neoplasia. - HarrisonFactors Associated with Increased incidence of Gastric CarcinomaEnvironmental Factors1. Infection by FL Pylorio Present in most cases of intestinal-type carcinomaDieto Nitrites derived from nitrates (water, preserved food)o Smoked and salted foods, pickled vegetables, chili peppers o Lack of fresh fruit and vegetablesLow socioeconomic statusCigarette smokingGenetic FactorsSlightly increased risk with blood group AFamily history of gastric cancer3. Hereditary nonpolyposis colon cancer syndromeFamilial gastric carcinoma syndrome (E-cadherin mutation)Decreased risk of stomch cancer is seen witho Vitamine C & E o Diet high in green leafy vegetables and citrus fruitso Aspirin o Beta - Carotene",Pathology,,1170,3
3355,eeb5d3dd-6ece-4b8d-a8ae-3416a3988f92,Which is the most common site of metastasis-,Lung,Bone,Liver,Brain,2,single,"A liver metastasis is a malignant tumor in the liver that has spread from another organ affected by cancer. The liver is a common site for metastatic disease because of its rich, dual blood supply (the liver receives blood the hepatic aery and poal vein). Metastatic tumors in the liver are 20 times more common than primary tumors. In 50% of all cases the primary tumor is of the gastrointestinal tract, other common sites include the breast, ovaries, bronchus and kidney. Tumor emboli entering the sinusoids through the liver blood supply appear to be physically obstructed by the Kupffer cells, but if tumor emboli are larger, they tend to become lodged in the poal venous branchesHepatomegaly - with a nodular free edge of liver Tenderness Cachexic Ascites Jaundice Pyrexia - up to 10% of patients Alkaline Phosphatase (ALP) and gamma glutamyl transpeptidase (GGT) elevated Ultrasound scan and CT scan - multiple filling defects.",Pathology,General pathology,933,3
2105,8c83cf91-2a5c-4e53-9995-5b7561a30bdd,The immune complex Hypersensitivity reaction is,Type-1,Type-II,Type-III,Type-IV,2,single,"In immediate hypersensitivity (type I hypersensitivity), the injury is caused by TH2 cells, IgE antibodies, and mast cells and other leukocytes Mast cells release mediators that act on vessels and smooth muscle and proinflammatory cytokines that recruit inflammatory cells. In antibody-mediated disorders (type II hypersensitivity), secreted IgG and IgM antibodies injure cells by promoting their phagocytosis or lysis and injure tissues by inducing inflammation In immune complex-mediated disorders (type III hypersensitivity), IgG and IgM antibodies bind antigens usually in the circulation, and the antigen-antibody complexes deposit in tissues and induce inflammation In cell-mediated immune disorders (type IV hypersensitivity), sensitized T lymphocytes (TH1 and TH17 cells and CTLs) are the cause of the tissue injury ref robbins pathology 9th ed page 201",Pathology,General pathology,861,3
6037,30e60139-8cf3-4480-bf33-36a29fb574d8,Which of these is a Nephritic syndrome?,Minimal change disease,Membranous Glomerulopathy,Post infectious Glomerulonephritis,Focal segmental glomerulosclerosis,2,single,"The nephritic syndrome is characterized by hematuria, oliguria with azotemia, proteinuria, and hypeension. The most common causes are immunologically mediated glomerular injury; lesions are characterized by proliferative changes and leukocyte infiltration. Acute postinfectious glomerulonephritis typically occurs after streptococcal infection in children and young adults but may occur following infection with many other organisms; it is caused by deposition of immune complexes, mainly in the subepithelial spaces, with abundant neutrophils and proliferation of glomerular cells. Most affected children recover; the prognosis is worse in adults. Rapidly progressive glomerulonephritis (RPGN) is a clinical entity with features of the nephritic syndrome and rapid loss of renal function. Nephrotic syndrome is caused by a derangement in glomerular capillary walls resulting in increased permeability to plasma proteins. The manifestations of the syndrome include: Massive proteinuria, with the daily loss of 3.5 gm or more of protein (less in children) Hypoalbuminemia, with plasma albumin levels less than 3 gm/dL Generalized edema Hyperlipidemia and lipiduria",Pathology,FMGE 2019,1163,3
5151,b1893951-fcd2-4e02-b80d-db1721109ab6,Which of the following conditions is the most frequent cause of spontaneous aboion in the first trimester of pregnancy?,Abruptio placentae,Chorioamnionitis,Chromosomal abnormalities,Placenta pre,2,single,"At least 10% to 15% of normally feilized and implanted ova are lost in the first trimester of pregnancy because of spontaneous aboion. Studies using immunoassay of human chorionic gonadotropin (hCG) for early diagnosis of pregnancy suggest that the percentage of feilized ova lost in the first trimester might be even higher. The great majority of these cases are attributable to chromosomal abnormalities. Chromosomal studies are not routinely performed in such cases, but they are recommended when a malformed fetus has been identified or when habitual or recurrent aboions occur. Abruptio placentae, a complication of the third trimester, occurs when the placenta detaches prematurely from its implantation site. Retroplacental hemorrhage develops within the space between placenta and uterine wall, leading to interruption or severe reduction in the blood supply to the fetus. Chorioamnionitis, a complication of the second and third trimesters, results from ascending infections through the vaginal canal. Infection of chorioamniotic membranes may lead to premature rupture of membranes and aboion or premature labor. Placenta pre is a placenta implanted in the lower segment of the uterus. When dilatation of this segment begins in late pregnancy, a placenta pre may cause severe bleeding and lead to premature labor. Ref: Kipps T.J. (2010). Chapter 94. Chronic Lymphocytic Leukemia and Related Diseases. In J.T. Prchal, K. Kaushansky, M.A. Lichtman, T.J. Kipps, U. Seligsohn (Eds), Williams Hematology, 8e.",Pathology,,1513,3
562,94c6eb6a-be54-40f5-b30f-31bf9d401148,Which of the following is (are) Heredofamilial amyloidosis -,Alzheimer's disease,Multiple myeloma,Familial mediterranean fever,RA,2,single,"A variety of familial forms of amyloidosis have been described; most are rare and occur in limited geographic areas. The best-characterized is an autosomal recessive condition called familial Mediterranean fever. This is a febrile disorder characterized by attacks of fever accompanied by inflammation of serosal surfaces, including peritoneum, pleura, and synol membrane. This disorder is encountered largely in persons of Armenian, Sephardic Jewish, and Arabic origins. It is associated with widespread tissue involvement indistinguishable from reactive systemic amyloidosis. The amyloid fibril proteins are made up of AA proteins, suggesting that this form of amyloidosis is related to the recurrent bouts of inflammation that characterize this disease. The gene for familial Mediterranean fever is called pyrin and encodes a protein that is a component of the inflammasome (Chapter 2). Patients have gain-of-function mutations in pyrin that result in constitutive overproduction of the proinflammatory cytokine IL-1 and persistent inflammation Robbins 9 th edition page no. 155",Pathology,General pathology,1081,3
2448,cceb3b51-c151-4ea2-b8b6-5c4cb5d431b7,Chromosome-associated with ADPKD is,14 and 16,14 and 13,16 and 4,16 and 14,2,single,"S.NoDiseaseInheritance PathogenesisKidney featuresExtrarenal manifestations 1ADPKDADPKD1mutation in chr16pPKD2 mutation in chr 4qPKD1 produce polycystin-1PKD2 produce polycystin-2Enlarged kidneys, Multiple cysts in both kidneysDisease manifest only in adultsCysts in liver, spleen, pancreas and lung.Berry aneurysmMitral valve prolapse2ARPKDARMutation of PKHD1 in chr6pPKHD1 produce fibrocystinEnlarged kidneys, Cysts in both kidneysLiver cysts, congenital hepaticfibrosis and spleenomegaly3Medullarysponge kidneyNone UnceainCysts restricted to the collecting ducts of medulla None4Familial juvenile nephronophthisis ARMutation of NPH1 to NPH6NPH1 & NPH3-6 produce nephrocystinNPH2 produce inversin Shrunken kidney, Cysts in coicmedullary junction, salt wastingGrowth retardation,Liver fibrosis, ocular motor abnormalities, retinal dystrophy and cerebellar abnormalities5Adult-onset medullary cystic diseaseADMutation of MCKD1 and MCKD2Shrunken kidney, Cysts in coicmedullary junction, salt wastingNone 6Simple cystsNone UnceainMultiple cysts in normal sized kidneys HematuriaNone7Acquired renal cystic diseaseNone Renal dialysisCysts with end stage renal disease, calcium oxalate crystals, renal cell carcinoma None",Pathology,Urinary tract,1216,3
3499,456a17ee-1899-475a-b33d-8d6c944b375c,"During an employment health check at Infosys, Bangalore, a 45-year-old man, Narayan, is noted to have a 3 cm palpable nodule in one lobe of an otherwise normal sized thyroid gland. Needle aspiration of the nodule demonstrates polygonal tumor cells and amyloid, but only very scanty colloid and normal follicular cells. Which of the following is the most likely diagnosis?",Follicular thyroid carcinoma,Hashimoto's disease,Medullary thyroid carcinoma,Papillary thyroid carcinoma,2,single,"The most distinctive clue is the presence of amyloid, which specifically suggests medullary thyroid carcinoma. This carcinoma is a tumor of the neuroendocrine parafollicular cells of the thyroid, rather than the follicular lining epithelium. These cells produce calcitonin, the precursor protein of which can precipitate, forming bands and nodules of amyloid that appear histologically identical to other forms of amyloid. The other thing to remember about medullary carcinoma of the thyroid is that it can be a component of multiple endocrine neoplasia (MEN) syndromes type IIa (parathyroid disease, pheochromocytomas, medullary carcinoma) and type IIb (parathyroid disease, pheochromocytomas, medullary carcinoma, mucocutaneous ganglioneuromas, Marfanoid habitus).Because follicular thyroid carcinoma closely resembles normal thyroid tissue, it usually cannot be reliably diagnosed based on fine needle aspiration alone. Hashimoto's disease would show lymphocytes, plasma cells, and macrophages on aspiration.Papillary thyroid carcinoma can be diagnosed by aspiration if papillary clusters are seen.",Pathology,,1101,3
3434,2f5cb970-c25a-40f4-b13d-32b51a2ae562,Biomarker to rise earliest in myocardial infarction is:March 2010,Troponin-I,Creatine kinase-MB,Myoglobin,Troponin-T,2,single,"Ans. C: MyoglobinCardiac markers help to assess acute coronary syndromes and to identify and manage high-risk patients. Creatine kinaseMB (CK-MB), myoglobin, homocysteine, C-reactive protein (CRP), troponin T (cTnT), and troponin I (cTnI) are all used for assessment of the suspected acute myocardial infarction.CK-MB, cTnT, and cTnI may also be used to identify and manage high-risk patients.Normal results vary, based on the laboratory and method used.Total CK: The values begin to rise within four to six hours and peak at 24 hours. Values return to normal within three to four days.CK-MB: The values begin to rise within two to four hours and peak at 24 hours. Values return to normal within 72 hours.Troponin T: The values begin to rise within two to four hours and peak at 48 hours.Troponin I: The values begin to rise within two to four hours and peak at 48 hours.Myoglobin: The values begin to rise within one to two hours and peak at four to eight hours. Values return to normal within 12-24 hours.Homocysteine: Moderate, intermediate, and severe hyperhomocysteinemia refer to concentrations between 16 and 30, between 31 and 100, and less than 100 micromol/ L, respectively.C-reactive proteinMyoglobin is a protein found in both skeletal and myocardial muscle.It is released rapidly after tissue injury and may be elevated as early as one hour after myocardial injury, though it may also be elevated due to skeletal muscle trauma.However, if myoglobin values do not rise within three to four hours after a person shows acute symptoms, it is highly unlikely that he or she had an MI.",Pathology,,1592,3
6135,f07ecd3f-33ac-440c-9ccf-90842b2c5ba4,"A 30-year-old woman complains of headache, visual disturbances, deepening of the voice, and generalized weakness. She reports amenorrhea for the past year and states that she recently required a larger shoe size. Laboratory studies show impaired glucose tolerance. What other procedure would be useful for establishing your diagnosis?",CBC with differential count,CT scan of the abdomen,MRI of the sella turcica,Test for serum 21-hydroxylase,2,single,"This patient has clinical features of a pituitary adenoma with acromegaly. Pituitary adenomas range from small lesions that do not enlarge the gland to expansive tumors that erode the sella turcica and impinge on adjacent cranial structures. Adenomas smaller than 10 mm in diameter are referred to as microadenomas, and larger ones are termed macroadenomas. Microadenomas do not produce symptoms unless they secrete hormones. The mass effects of pituitary macroadenomas include impingement on the optic chiasm, often with bitemporal hemianopsia and loss of central vision, oculomotor palsies when the tumor invades the cavernous sinuses, and severe headaches. Large adenomas may invade the hypothalamus and lead to loss of temperature regulation, hyperphagia, and hormonal syndromes because they interfere with the normal hypothalamic input to the pituitary. Symptoms of acromegaly include characteristic facial changes, goiter, barrel chest, abnormal glucose tolerance, male sexual dysfunction, menstrual disorders in women, degenerative arthritis, peripheral neuropathy, and thickened skin. The other choices represent tests that will not provide the diagnosis of pituitary tumor.Diagnosis: Acromegaly, pituitary adenoma",Pathology,Endocrine,1222,3
2440,aa2ca3e9-493d-43f6-b305-cacaf36de82e,"A 70 year old male who has been chewing tobacco for the past 50 years presents with a six months history of a large, fungating, soft papillary lesions in the oral cavity. The lesion has penetrated into the mandible. Lymph nodes are not palpable. Two biopsies taken from the lesion proper show benign appearing papillomatosis with hyperkeratosis and acanthosis infiltrating the subjacent tissues. The most likely diagnosis is -",Squamous cell papilloma,Squamous cell carcinoma,Verrucous carcinoma,Malignant mixed tumour,2,single,"Ans. is 'c' i.e., Verrucuous carcinoma Verrucuous carcinomas also referred to as giant condyloma accuminatum or Buschke-Lowenstein tumor are considered an intermediate lesion between candyloma accuminatum and invasive squamous cell carcinoma. It is impoant to distinguish verrucuous carcinoma from squamous cell carcinomas as these tend to remain localized and are cured by wide excision, however they may undergo malignant transformation in to invasive squammous cell carcinomas. Features of verrucuous carcinomas o Prediliction for males > 50 years o Predisposed in tobacco users, poor oral hygiene Gross Microscopic o Large o Cytological features of malignancy are absent or minimal and rare o Soft o Epithelium is thickened and thrown into papillary folds o Wa like lesions/ o The folds project both above and below the level of surrounding mucosa o Papillomatus and crypt like surface grooves exhibit marked, prekeratin plugging o Fungation may be present (hyperkeratosis ?) ? o The rete projections are broad, bulbous and relatively smooth bordered and there may be chronic inflammatory infiltrate in the subjacent lamina propria. o The deep border of epithelial projections is 'pushing' and not infiltrative. The patient in question is an elderly male (70 years) with a chronic history of tobacco use. Gross features of a 'large', `soft','papillary' lesion that has undergone fungation' are all consistent with the diagnoses of verrucuous carcinoma. Benign appearing `papillomatoses' with 'hyperkaratosis' fuher suppos the diagnosis. Contiguous structures may be involved as the tumor grows. Tumor of the buccal mucosa can grow to become fixed to the periostium of mandible and with continued growth may eventually destroy the periostium and directly invade the mandible.",Pathology,,1778,3
615,edd41e40-0e97-412f-b84f-7a5f756b46cd,Commonest mass in the middle mediastinum is ?,Lipoma,Aneurysm,Lymph node mass,Congenital cysts,2,single,"Ans. is 'c' i.e., Lymph node mass Mediastinal masses 1. Anterior mediastinum : - The anterior mediastinum contains the following structures : thymus, lymph nodes, ascending aoa, pulmonary aery, phrenic nerve and thyroid. Thymoma is the most common anterior mediastinal mass. Anterior mediastinal masses include : ? o Thymoma o Aneurysm of ascending aoa o Retrosternal thyroid o Lymphoma o Pericardial cyst o Morgagni hernia o Teratoma germ cell 2. Middle mediastinum : - The middle mediastinum contains the following structures: lymph nodes, trachea, esophagus, azygos vein, Vena cavae, posterior hea and aoic arch. The most common middle mediastinal mass is enlarged lymph nodes (Lymphadenopathy). Middle mediasinal mass include. o Lymph node enlargement o Pericardial cyst o Coronary/pulmonary aneurysm o Bronchogenic cyst o Aoic arch aneurysm o Azygous vein enlargement Note : Though most common middle mediastinal mass is enlarged lymph nodes, In children the most common middle mediastinal mass is duplication cysts (Bronchogenia cyst or esophageal duplication cysts or neuroenteric cysts). 3.Posterior mediastinum : - The posterior mediastinum contains the following structures : Sympathetic ganglic, nerve roots, lymph nodes, parasympathetic chain, thoracic duct, descending thoracic aoa, Small vessels and the veebrae, Most common masses in posterior mediastinum are neurogenic in nature. These can arise from the sympathetic ganglia (e.g., neuroblastoma) or from nerve roots (e.g., Schwannoma or neurofibroma). Posterior mediastinal masses include. o Neurogenic tumor (neuroblastoma, o Lymph node enlargement o Anterior meningocele Schwannoma, neurofibroma) o Neurenteric cyst o Bochdalek hernia o Aneurysm of descending aoa o Overall most common mediastinal masses are neurogenic tumors (20%) followed by thymomas (19%), primary cysts (18%), lymphomas (13%) and germ cell tumors (10%). o Most of the mediastinal masses are located in the anterior mediastinum followed by the posterior (25%) and middle (19%).",Pathology,,2018,3
5955,15842e21-3e92-414a-b872-80bb9e8da2e9,"A 29-year-old man notes burning pain on urination with a urethral discharge that has persisted for 3 days. A sample of the exudate is positive by ELISA for Chlamydia trachomatis. The man has increasing stiffness of the knees and ankles and lower back pain 3 weeks later. A radiograph of the lumbar spine shows narrowing with sclerosis of the sacroiliac joints. One month later, he develops painful erythema of the glans penis, and the conjunctivae are red. A follow-up examination shows a slightly irregular heart rate and a murmur suggestive of aortic regurgitation. The back pain continues off and on for 5 more months. Which of the following test results is most likely to be positive in this man?",ANCA,ANA,HLA-B27 genotype,Anti-Borrelia antibodies,2,single,"The combination of nongonococcal urethritis, arthritis, and conjunctivitis suggests reactive arthritis, one of the spondyloarthropathies; the changes in the spine can resemble ankylosing spondylitis and can be equally debilitating. ANCA is indicative of various forms of vasculitis, such as granulomatous vasculitis and microscopic polyangiitis. The ANA test result is positive in many autoimmune diseases, such as systemic lupus erythematosus (SLE), but it is not a feature of spondyloarthropathies. Lyme disease can include large joint arthritis, but not urethritis or conjunctivitis. Rapid plasma reagin (RPR) is a screening test for syphilis, which can include arthritis of large joints (Charcot joint) in the tertiary form, but it takes decades to develop. Rheumatoid factor is a feature of rheumatoid arthritis, which initially manifests more commonly in small joints of the hands and feet. U1-RNP is a marker for mixed connective tissue disease, which has features of rheumatoid arthritis, scleroderma, polymyositis, and SLE; arthralgias are not accompanied by joint destruction or deformity.",Pathology,Misc.,1099,3
